taxID,Organism
1552,Clostridium estertheticum subsp. estertheticum
1561,Clostridium baratii
1579,Lactobacillus acidophilus
1580,Levilactobacillus brevis
1581,Lentilactobacillus buchneri
1582,Lacticaseibacillus casei
1583,Weissella confusa
1585,Lactobacillus delbrueckii subsp. bulgaricus
1587,Lactobacillus helveticus
1588,Lentilactobacillus hilgardii
1589,Lactiplantibacillus pentosus
1590,Lactiplantibacillus plantarum
1596,Lactobacillus gasseri
1597,Lacticaseibacillus paracasei
1598,Limosilactobacillus reuteri
1599,Latilactobacillus sakei
1600,Lactobacillus acetotolerans
1601,Ligilactobacillus agilis
1604,Lactobacillus amylovorus
1605,Ligilactobacillus animalis
1610,Loigolactobacillus coryniformis
1613,Limosilactobacillus fermentum
1622,Ligilactobacillus murinus
1624,Ligilactobacillus salivarius
1639,Listeria monocytogenes
1641,Listeria grayi
1646,Renibacterium salmoninarum
1648,Erysipelothrix rhusiopathiae
1655,Actinomyces naeslundii
1656,Actinomyces viscosus
1659,Actinomyces israelii
1660,Schaalia odontolytica
1661,Trueperella pyogenes
1679,Bifidobacterium longum subsp. longum
1680,Bifidobacterium adolescentis
1681,Bifidobacterium bifidum
1682,Bifidobacterium longum subsp. infantis
1683,Bifidobacterium angulatum
1685,Bifidobacterium breve
1686,Bifidobacterium catenulatum
1689,Bifidobacterium dentium
1694,Bifidobacterium pseudolongum
1697,Corynebacterium ammoniagenes
1703,Brevibacterium linens
1705,Corynebacterium stationis
1710,Cellulosimicrobium cellulans
1717,Corynebacterium diphtheriae
1718,Corynebacterium glutamicum
1719,Corynebacterium pseudotuberculosis
1725,Corynebacterium xerosis
1736,Eubacterium limosum
1744,Propionibacterium freudenreichii
1747,Cutibacterium acnes
1748,Acidipropionibacterium acidipropionici
1749,Acidipropionibacterium jensenii
1750,Arachnia propionica
1752,Propionibacterium freudenreichii subsp. shermanii
1774,Mycobacteroides chelonae
1776,Mycolicibacterium flavescens
1829,Rhodococcus rhodochrous
1830,Rhodococcus ruber
1833,Rhodococcus erythropolis
1863,Dermatophilus congolensis
1886,Streptomyces albidoflavus
1901,Streptomyces clavuligerus
1908,Streptomyces globisporus
2026,Thermoactinomyces vulgaris
2047,Rothia dentocariosa
2098,Metamycoplasma hominis
2124,Metamycoplasma salivarium
2173,Methanobrevibacter smithii
2317,Methanosphaera stadtmanae
2342,Candidatus Sodalis pierantonius str. SOPE
2377,Sporomusa termitida
2702,Gardnerella vaginalis
2718,Cardiobacterium hominis
2748,Carnobacterium divergens
2751,Carnobacterium maltaromaticum
2756,Brochothrix thermosphacta
10359,Human betaherpesvirus 5
10372,Human betaherpesvirus 7
10677,Muvirus mu
10678,Punavirus P1
10679,Peduovirus P2
10680,Enterobacteria phage P4
10690,Hpunavirus HP1
10710,Lambdavirus lambda
10713,Enterobacteria phage phi80
10742,Shamshuipovirus HK022
10760,Escherichia phage T7
10761,Lederbergvirus Sf6
10834,Wheat dwarf virus
10868,Escherichia phage If1
11676,Human immunodeficiency virus 1
11801,Moloney murine leukemia virus
11809,Moloney murine sarcoma virus
12104,Encephalomyocarditis virus
12360,Dubowvirus dv11
12390,Lactococcus phage phiLC3
12417,Lactobacillus phage phiadh
13689,Sphingomonas paucimobilis
13690,Sphingobium yanoikuyae
28025,Bifidobacterium animalis
28026,Bifidobacterium pseudocatenulatum
28028,Corynebacterium flavescens
28031,Lysinibacillus fusiformis
28035,Staphylococcus lugdunensis
28037,Streptococcus mitis
28038,Latilactobacillus curvatus
28109,Pseudoalteromonas nigrifaciens
28113,Bacteroides heparinolyticus
28116,Bacteroides ovatus
28118,Odoribacter splanchnicus
28119,Bacteroides zoogleoformans
28129,Prevotella denticola
28131,Prevotella intermedia
28132,Prevotella melaninogenica
28135,Segatella oris
28141,Cronobacter sakazakii
28144,Salmonella enterica subsp. enterica serovar Derby
28150,Salmonella enterica subsp. enterica serovar Senftenberg
28152,Yersinia kristensenii
28188,Capnocytophaga canimorsus
28189,Capnocytophaga cynodegmi
28251,Ornithobacterium rhinotracheale
28264,Arcanobacterium haemolyticum
28449,Neisseria subflava
28450,Burkholderia pseudomallei
28901,Salmonella enterica
29252,Eganvirus ev186
29341,Clostridium argentinense
29343,[Clostridium] cellulosi
29379,Staphylococcus auricularis
29380,Staphylococcus caprae
29382,Staphylococcus cohnii
29384,Staphylococcus kloosii
29385,Staphylococcus saprophyticus
29388,Staphylococcus capitis
29391,Gemella morbillorum
29394,Dolosigranulum pigrum
29397,Lactobacillus delbrueckii subsp. lactis
29429,Methylorubrum zatmanii
29430,Acinetobacter haemolyticus
29466,Veillonella parvula
29471,Pectobacterium atrosepticum
29474,Salmonella enterica subsp. enterica serovar California
29485,Yersinia rohdei
29486,Yersinia ruckeri
29494,Vibrio furnissii
29553,Mycoplasmopsis bovirhinis
31535,Detrevirus D3
31754,Lactococcus phage BK5-T
32002,Achromobacter denitrificans
32020,Campylobacter fetus subsp. venerealis
32022,Campylobacter jejuni subsp. jejuni
32024,Campylobacter sputorum subsp. sputorum
33010,Cutibacterium avidum
33011,Cutibacterium granulosum
33025,Phascolarctobacterium faecium
33033,Parvimonas micra
33035,Blautia producta
33040,Streptococcus milleri
33050,Sphingopyxis macrogoltabida
33905,Bifidobacterium thermophilum
33934,Anoxybacillus flavithermus
33945,Enterococcus avium
33959,Lactobacillus johnsonii
33964,Leuconostoc citreum
33966,Leuconostoc mesenteroides subsp. dextranicum
33967,Leuconostoc mesenteroides subsp. mesenteroides
33968,Leuconostoc pseudomesenteroides
34038,Rahnella aquatilis
34062,Moraxella osloensis
34085,Riemerella anatipestifer
34105,Streptobacillus moniliformis
35241,Lactococcus phage Tuc2009
35343,Citexvirus phiCTX
35345,Lactococcus phage TP901-1
35703,Citrobacter amalonaticus
35755,Corynebacterium kutscheri
35760,Bifidobacterium choerinum
35841,Caldibacillus thermoamylovorans
36805,Microbacterium aurum
36822,Gordonia rubripertincta
36855,Brucella canis
36870,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
36874,Porphyromonas cangingivalis
37329,Nocardia farcinica
37482,Laceyella sacchari
37554,Byrnievirus HK97
37734,Enterococcus casseliflavus
37762,Escherichia coli B
38289,Corynebacterium jeikeium
38313,Shewanella algae
39103,Lactobacillus phage PL-1
39488,Anaerobutyricum hallii
39778,Veillonella dispar
39950,Dialister pneumosintes
40041,Streptococcus equi subsp. zooepidemicus
40214,Acinetobacter johnsonii
40215,Acinetobacter junii
40216,Acinetobacter radioresistens
40324,Stenotrophomonas maltophilia
41276,Brevundimonas vesicularis
41514,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-"
42897,Shigella flexneri 2a
43263,Pseudomonas alcaligenes
43674,Jonesia denitrificans
43675,Rothia mucilaginosa
43685,Lactococcus phage r1t
43768,Corynebacterium matruchotii
43770,Corynebacterium striatum
43771,Corynebacterium urealyticum
43990,Corynebacterium segmentosum
44008,Enterococcus cecorum
44283,Pasteurella multocida subsp. multocida
44574,Nitrosomonas communis
44688,Lactococcus lactis subsp. lactis bv. diacetylactis
44742,Desulfovibrio fairfieldensis
45243,Capnocytophaga haemolytica
45634,Streptococcus cristatus
45972,Staphylococcus pasteuri
46015,Autographa californica nucleopolyhedrovirus
46126,Staphylococcus chromogenes
46256,Weissella hellenica
46626,Salmonella enterica subsp. enterica serovar Give
46867,Clostridium chauvoei
47421,Hydrogenophaga pseudoflava
47671,Lautropia mirabilis
47678,Bacteroides caccae
47714,Lacticaseibacillus paracasei subsp. paracasei
47715,Lacticaseibacillus rhamnosus
47770,Lactobacillus crispatus
47878,Pseudomonas azotoformans
47880,Pseudomonas fulva
47883,Pseudomonas synxantha
47885,Pseudomonas oryzihabitans
47886,Pseudomonas luteola
48296,Acinetobacter pittii
48409,Salmonella enterica subsp. enterica serovar Virchow
50719,Vibrio diabolicus
50948,Escherichia phage RB49
51101,Brevibacillus agri
51173,Ureibacillus thermosphaericus
51369,Lactobacillus phage A2
51515,Dehalobacterium formicoaceticum
51663,Pediococcus damnosus
51665,Aerococcus urinaeequi
51669,Tetragenococcus halophilus
52242,Lactobacillus gallinarum
52771,Actinomyces howellii
52773,Schaalia meyeri
52774,Actinomyces slackii
53336,Tatumella citrea
53345,Enterococcus durans
53346,Enterococcus mundtii
53354,Streptococcus gallolyticus subsp. gallolyticus
53408,Pseudomonas citronellolis
53442,Eubacterium callanderi
53444,Fructilactobacillus lindneri
53458,Janibacter limosus
54005,Peptoniphilus harei
54006,Peptoniphilus ivorii
54291,Raoultella ornithinolytica
54388,Salmonella enterica subsp. enterica serovar Paratyphi A
55211,Erwinia persicina
55601,Vibrio anguillarum
55884,Enterobacteria phage SfV
56454,Xanthomonas hortorum
56460,Xanthomonas vesicatoria
57320,Pseudodesulfovibrio profundus
57706,Citrobacter braakii
57743,Salmonella enterica subsp. enterica serovar Weltevreden
58095,Salmonella enterica subsp. enterica serovar Agona
58096,Salmonella enterica subsp. enterica serovar Bareilly
58100,Salmonella enterica subsp. houtenae serovar Houten
58101,Salmonella enterica subsp. enterica serovar Waycross
58712,Salmonella enterica subsp. enterica serovar Anatum
59201,Salmonella enterica subsp. enterica
59202,Salmonella enterica subsp. salamae
59203,Salmonella enterica subsp. arizonae
59204,Salmonella enterica subsp. diarizonae
59205,Salmonella enterica subsp. houtenae
59505,Actinotignum schaalii
59506,Dubowvirus dv85
59814,Pantoea dispersa
60520,Lactiplantibacillus paraplantarum
61015,Staphylococcus succinus
61435,Dehalococcoides mccartyi
61635,Paracholeplasma brassicae
61645,Enterobacter asburiae
61646,Lelliottia amnigena
61647,Pluralibacter gergoviae
61648,Kluyvera intermedia
61652,Serratia rubidaea
62322,Shewanella baltica
63118,Skunavirus bIL170
64186,Moineauvirus Sfi21
65058,Corynebacterium ulcerans
66284,Shigella phage SfII
66692,Shouchella clausii KSM-K16
66712,Propionibacterium freudenreichii subsp. freudenreichii
67780,Edwardsiella ictaluri
67824,Citrobacter farmeri
67827,Citrobacter werkmanii
68173,Kitasatospora albolonga
69218,Enterobacter cancerogenus
69220,Lelliottia nimipressuralis
69328,Pseudomonas sp. VLB120
69665,Caulobacter sp. FWC26
69666,Caulobacter mirabilis
69966,Macrococcoides caseolyticum
70255,Staphylococcus condimenti
70775,Pseudomonas plecoglossicida
70803,Salmonella enterica subsp. enterica serovar Minnesota
71366,Staphylococcus phage PVL
71999,Kocuria palustris
72000,Kocuria rhizophila
72407,Klebsiella pneumoniae subsp. pneumoniae
72638,Moineauvirus Sfi19
72758,Staphylococcus capitis subsp. capitis
73422,Streptococcus phage TP-J34
74426,Collinsella aerofaciens
75105,Paraburkholderia caribensis
75379,Thiomonas intermedia K12
75385,Micropruina glycogenica
75588,Pseudomonas libanensis
75658,Campylobacter lanienae
75985,Mannheimia haemolytica
76123,Hoylesella enoeca
76731,Roseateles depolymerans
76759,Pseudomonas monteilii
76761,Pseudomonas veronii
76832,Myroides odoratimimus
76856,Fusobacterium nucleatum subsp. nucleatum
76857,Fusobacterium polymorphum
76859,Fusobacterium animalis
76869,Pseudomonas putida GB-1
76947,Sphingobium herbicidovorans
78344,Bifidobacterium pullorum subsp. gallinarum
78535,Streptococcus viridans
78541,Brussowvirus Sfi11
79604,Denitrobacterium detoxificans
79880,Shouchella clausii
79881,Alkalicoccobacillus gibsonii
81459,Mesoplasma melaleucae
81479,Rhodoferax antarcticus
82348,Streptococcus pluranimalium
82380,Microbacterium oxydans
82633,Cupriavidus pauculus
82688,Liquorilactobacillus nagelii
82983,Obesumbacterium proteus
82985,Pragia fontium
82987,Tatumella ptyseos
82996,Serratia plymuthica
83129,Skunavirus P008
83262,Mycobacteroides immunogenum
83333,Escherichia coli K-12
83334,Escherichia coli O157:H7
83617,Stenotrophomonas nitritireducens
83655,Leclercia adecarboxylata
83683,Lactobacillus amylolyticus
83684,Lactobacillus delbrueckii subsp. delbrueckii
84022,Clostridium aceticum
84032,Pseudoclostridium thermosuccinogenes
84110,Slackia heliotrinireducens
84112,Eggerthella lenta
85154,Brussowvirus bvO1205
85404,Mannheimia varigena
85698,Achromobacter xylosoxidans
86664,Priestia flexa
86665,Halalkalibacterium halodurans
87541,Aerococcus christensenii
87883,Burkholderia multivorans
88719,Neisseria elongata subsp. glycolytica
89059,Ligilactobacillus acidipiscis
89152,Peptacetobacter hiranonis
90105,Salmonella enterica subsp. enterica serovar Saintpaul
90245,Oligella urethralis
90370,Salmonella enterica subsp. enterica serovar Typhi
90371,Salmonella enterica subsp. enterica serovar Typhimurium
90410,Moineauvirus DT1
91604,Candidatus Paracaedibacter acanthamoebae
92706,[Brevibacterium] flavum
93062,Staphylococcus aureus subsp. aureus COL
93064,Sphingomonas koreensis
93218,Pandoraea apista
93378,Edwardsiella hoshinae
94122,Shewanella sp. ANA-3
94132,Ramlibacter tataouinensis
95486,Burkholderia cenocepacia
96773,Thauera chlorobenzoica
98228,Bacillus sp. OxB-1
98360,Salmonella enterica subsp. enterica serovar Dublin
99179,Bacteroides phage B40-8
99822,Streptococcus dysgalactiae subsp. dysgalactiae
102684,Streptococcus infantarius
103216,Peduovirus Wphi
103807,Enterobacteria phage phiP27
103816,Rhodococcus pyridinivorans
104087,Pseudomonas frederiksbergensis
104336,Microbacterium foliorum
105219,Ralstonia mannitolilytica
106284,Phietavirus ETA
106649,Acinetobacter guillouiae
106654,Acinetobacter nosocomialis
108619,Salmonella enterica subsp. enterica serovar Newport
108980,Acinetobacter ursingii
108981,Acinetobacter schindleri
109328,Leptotrichia trevisanii
109790,Lactobacillus jensenii
111015,Actinomyces radicidentis
112023,Moineauvirus mv7201
113107,Streptococcus australis
113557,Lacticaseibacillus paracasei subsp. tolerans
114090,Pediococcus inopinatus
114416,Lactococcus phage ul36
114527,Mogibacterium diversum
115561,Halomonas hydrothermalis
115981,Salmonella enterica subsp. enterica serovar Montevideo
117541,Salmonella enterica subsp. enterica serovar Ohio
119206,Aerococcus sanguinicola
119219,Cupriavidus metallidurans
119602,Streptococcus dysgalactiae subsp. equisimilis
119912,Salmonella enterica subsp. enterica serovar Choleraesuis
120045,Zymomonas mobilis subsp. mobilis
120107,Sphingobium cloacae
120574,Streptococcus phage MM1
122587,Neisseria meningitidis Z2491
126385,Providencia alcalifaciens
128780,Stenotrophomonas acidaminiphila
128944,Aerococcus urinaehominis
133448,Citrobacter youngae
134047,Salmonella enterica subsp. enterica serovar Bredeney
134537,Paraburkholderia fungorum
134821,Ureaplasma parvum
135719,Sphingobium amiense
136609,Leuconostoc kimchii
136857,Corynebacterium testudinoris
137545,Serratia quinivorans
137591,Weissella cibaria
139870,Lactobacillus prophage Lj965
139871,Lactobacillus prophage Lj771
139872,Lactobacillus prophage Lj928
143221,Salmonella enterica subsp. enterica serovar Tennessee
143387,Fusobacterium necrophorum subsp. funduliforme
143388,Fusobacterium necrophorum subsp. necrophorum
145391,Staphylococcus hominis subsp. hominis
146269,Lactobacillus phage Lc-Nu
146827,Corynebacterium simulans
147645,Paracoccus yeei
148814,Apilactobacillus kunkeei
148942,Streptococcus equi subsp. equi
149016,Streptococcus urinalis
149385,Salmonella enterica subsp. enterica serovar Hadar
149387,Salmonella enterica subsp. enterica serovar Brandenburg
149388,Salmonella enterica subsp. enterica serovar Mikawasima
149391,Salmonella enterica subsp. enterica serovar Braenderup
149539,Salmonella enterica subsp. enterica serovar Enteritidis
150053,Yersinia enterocolitica subsp. palearctica
150055,Streptococcus lutetiensis
151534,Lactococcus phage bIL311
151535,Lactococcus phage bIL285
151536,Lactococcus phage bIL286
151537,Lactococcus phage bIL309
151538,Lactococcus phage bIL310
151539,Lactococcus phage bIL312
151599,Pseudomonas phage B3
152331,Lentilactobacillus parabuchneri
152682,Sphingomonas melonis
155085,Staphylococcus lutrae
155148,Enterobacteria phage HK620
155615,Fusobacterium vincentii
155866,Weissella soli
155892,Caulobacter vibrioides
156978,Corynebacterium imitans
157239,Hpunavirus HP2
157687,Leptotrichia wadei
157688,Leptotrichia hofstadii
157691,Leptotrichia shahii
157692,Pseudoleptotrichia goodfellowii
157782,Pseudomonas parafulva
157924,Streptococcus phage SM1
158500,Novosphingobium resinovorum
158822,Cedecea neteri
158823,Cedecea lapagei
158836,Enterobacter hormaechei
158847,Megamonas hypermegale
158850,Providencia rustigianii
158878,Staphylococcus aureus subsp. aureus Mu50
159087,Dechloromonas aromatica RCB
160453,Enterococcus gilvus
160488,Pseudomonas putida KT2440
161896,Corynebacterium camporealensis
161899,Corynebacterium singulare
162426,Microbacterium hominis
163877,Virgibacillus necropolis
164756,Mycobacterium sp. MCS
165096,Weissella koreensis
168471,Laribacter hongkongensis
168807,Escherichia coli O127:H6
168927,Escherichia coli O111:H-
169283,Geobacillus lituanicus
169679,Clostridium saccharobutylicum
169760,Paenibacillus stellifer
172042,Rothia aeria
172045,Elizabethkingia miricola
173443,Lederbergvirus ST64T
176279,Staphylococcus epidermidis RP62A
176280,Staphylococcus epidermidis ATCC 12228
176292,Secundilactobacillus malefermentans
179997,Salmonella enterica subsp. enterica serovar Havana
180282,Delftia tsuruhatensis
180434,Morganella morganii subsp. morganii
180957,Pectobacterium brasiliense
182773,Clostridium isatidis
183417,Proteus hauseri
185008,Butyrivibrio hungatei
186103,Streptococcus pyogenes MGAS8232
186153,Peeveelvirus pv13
187101,Sneathia vaginalis
187452,Pediococcus claussenii
187491,Corynebacterium glaucum
187764,Vectrevirus K15
189423,Streptococcus pneumoniae 670-6B
189425,Paenibacillus graminis
189834,Actinobacillus porcitonsillarum
190304,Fusobacterium nucleatum subsp. nucleatum ATCC 25586
190485,Xanthomonas campestris pv. campestris str. ATCC 33913
190721,Ralstonia insidiosa
191610,Corynebacterium atypicum
192953,Salmonella enterica subsp. enterica serovar Stanley
192954,Salmonella enterica subsp. enterica serovar Mbandaka
192955,Salmonella enterica subsp. enterica serovar Kentucky
194948,Escherichia Stx1 converting phage
194949,Escherichia phage Stx2 II
194966,Zindervirus SP6
195102,Clostridium perfringens str. 13
195103,Clostridium perfringens ATCC 13124
195105,Haematobacter massiliensis
196023,Aeromonas hydrophila subsp. hydrophila
196024,Aeromonas dhakensis
196162,Nocardioides sp. JS614
196242,Enterobacteria phage BP-4795
197575,Haemophilus aegyptius
197614,Streptococcus pasteurianus
198214,Shigella flexneri 2a str. 301
198215,Shigella flexneri 2a str. 2457T
198620,Pseudomonas koreensis
198628,Dickeya dadantii 3937
199310,Escherichia coli CFT073
201847,Lactococcus phage 4268
202752,Listeria ivanovii subsp. londoniensis
202947,Actinobacillus equuli subsp. equuli
203120,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
203123,Oenococcus oeni PSU-1
203267,Tropheryma whipplei str. Twist
203275,Tannerella forsythia 92A2
204039,Dickeya dianthicola
204042,Dickeya zeae
205913,Bifidobacterium longum DJO10A
205922,Pseudomonas fluorescens Pf0-1
206506,Kerstersia gyiorum
206672,Bifidobacterium longum NCC2705
207340,Roseomonas mucosa
207559,Oleidesulfovibrio alaskensis G20
208223,Kosakonia cowanii
208224,Enterobacter kobei
208479,Enterocloster bolteae
208596,Carnobacterium sp. 17-4
208962,Escherichia albertii
209053,Capnocytophaga sp. ChDC OS43
209261,Salmonella enterica subsp. enterica serovar Typhi str. Ty2
210007,Streptococcus mutans UA159
211110,Streptococcus agalactiae NEM316
211968,Salmonella enterica subsp. enterica serovar Albany
213775,Lactococcus virus jj50
214473,Staphylococcus nepalensis
215689,Erwinia sp. Ejp617
216592,Escherichia coli 042
216595,Pseudomonas fluorescens SBW25
216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
216778,Stenotrophomonas rhizophila
216816,Bifidobacterium longum
217203,Achromobacter spanius
217204,Achromobacter insolitus
218491,Pectobacterium atrosepticum SCRI1043
218493,Salmonella bongori NCTC 12419
218495,Streptococcus uberis 0140J
218496,Tropheryma whipplei TW08/27
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18
220668,Lactiplantibacillus plantarum WCFS1
221027,Treponema putidum
221988,[Mannheimia] succiniciproducens MBEL55E
222523,Bacillus cereus ATCC 10987
223967,Methylorubrum populi
224729,Salmonella enterica subsp. enterica serovar Java
225992,Comamonas kerstersii
226185,Enterococcus faecalis V583
226186,Bacteroides thetaiotaomicron VPI-5482
227940,Peduovirus L413C
228400,Histophilus somni 2336
228899,Peribacillus asahii
229193,Yersinia pestis biovar Microtus str. 91001
230089,Photorhabdus thracensis
230361,Methanobrevibacter millerae
232721,Acidovorax sp. JS42
234621,Rhodococcus erythropolis PR4
236753,Fastidiosipila sanguinis
237258,Cloacibacterium normanense
237609,Pseudomonas alkylphenolica
239935,Akkermansia muciniphila
240427,Secundilactobacillus paracollinoides
242619,Porphyromonas gingivalis W83
243164,Dehalococcoides mccartyi 195
243275,Treponema denticola ATCC 35405
243899,endosymbiont 'TC1' of Trimyema compressum
244319,Escherichia coli O26:H11
244366,Klebsiella variicola
246194,Carboxydothermus hydrogenoformans Z-2901
246195,Dichelobacter nodosus VCS1703A
246198,Prevotella intermedia 17
246201,Streptococcus mitis NCTC 12261
246432,Staphylococcus equorum
246787,Bacteroides cellulosilyticus
248315,Veillonella rodentium
249188,Haemophilus pittmaniae
249265,Lactobacillus delbrueckii subsp. indicus
251221,Gloeobacter violaceus PCC 7421
253237,Pseudomonas sp. phDV1
253239,Ethanoligenens harbinense
254252,Lactococcus virus P2
255247,Fictibacillus arsenicus
255248,Leuconostoc garlicum
255431,Klebsiella phage phiKO2
257314,Lactobacillus johnsonii NCC 533
257708,Roseomonas gilardii
259901,Biseptimavirus bv77
260678,Salmonella enterica subsp. enterica serovar Goldcoast
262724,Thermus thermophilus HB27
