taxID,Organism
1599,Latilactobacillus sakei
1600,Lactobacillus acetotolerans
1601,Ligilactobacillus agilis
1604,Lactobacillus amylovorus
1605,Ligilactobacillus animalis
1610,Loigolactobacillus coryniformis
1613,Limosilactobacillus fermentum
1622,Ligilactobacillus murinus
1624,Ligilactobacillus salivarius
1639,Listeria monocytogenes
1648,Erysipelothrix rhusiopathiae
1655,Actinomyces naeslundii
1656,Actinomyces viscosus
1659,Actinomyces israelii
1660,Schaalia odontolytica
1661,Trueperella pyogenes
1679,Bifidobacterium longum subsp. longum
1680,Bifidobacterium adolescentis
1681,Bifidobacterium bifidum
1682,Bifidobacterium longum subsp. infantis
1683,Bifidobacterium angulatum
1685,Bifidobacterium breve
1686,Bifidobacterium catenulatum
1689,Bifidobacterium dentium
1703,Brevibacterium linens
1705,Corynebacterium stationis
1717,Corynebacterium diphtheriae
1718,Corynebacterium glutamicum
1719,Corynebacterium pseudotuberculosis
1736,Eubacterium limosum
1744,Propionibacterium freudenreichii
1747,Cutibacterium acnes
1748,Acidipropionibacterium acidipropionici
1749,Acidipropionibacterium jensenii
1750,Arachnia propionica
1752,Propionibacterium freudenreichii subsp. shermanii
1795,Mycolicibacterium neoaurum
1886,Streptomyces albidoflavus
2047,Rothia dentocariosa
2094,Mycoplasmopsis arginini
2098,Metamycoplasma hominis
2124,Metamycoplasma salivarium
2173,Methanobrevibacter smithii
2317,Methanosphaera stadtmanae
2377,Sporomusa termitida
2702,Gardnerella vaginalis
2718,Cardiobacterium hominis
2748,Carnobacterium divergens
2751,Carnobacterium maltaromaticum
2756,Brochothrix thermosphacta
10372,Human betaherpesvirus 7
10677,Muvirus mu
10678,Punavirus P1
10679,Peduovirus P2
10680,Enterobacteria phage P4
10708,Casadabanvirus D3112
10710,Lambdavirus lambda
10713,Enterobacteria phage phi80
10730,Escherichia phage 933W
10742,Shamshuipovirus HK022
10761,Lederbergvirus Sf6
12390,Lactococcus phage phiLC3
12407,Eganvirus PsP3
12417,Lactobacillus phage phiadh
28025,Bifidobacterium animalis
28026,Bifidobacterium pseudocatenulatum
28028,Corynebacterium flavescens
28031,Lysinibacillus fusiformis
28037,Streptococcus mitis
28038,Latilactobacillus curvatus
28108,Alteromonas macleodii
28113,Bacteroides heparinolyticus
28116,Bacteroides ovatus
28118,Odoribacter splanchnicus
28119,Bacteroides zoogleoformans
28129,Prevotella denticola
28131,Prevotella intermedia
28132,Prevotella melaninogenica
28135,Segatella oris
28141,Cronobacter sakazakii
28147,Salmonella enterica subsp. enterica serovar Oranienburg
28150,Salmonella enterica subsp. enterica serovar Senftenberg
28188,Capnocytophaga canimorsus
28197,Aliarcobacter butzleri
28251,Ornithobacterium rhinotracheale
28449,Neisseria subflava
28901,Salmonella enterica
29343,[Clostridium] cellulosi
29379,Staphylococcus auricularis
29385,Staphylococcus saprophyticus
29391,Gemella morbillorum
29394,Dolosigranulum pigrum
29397,Lactobacillus delbrueckii subsp. lactis
29429,Methylorubrum zatmanii
29466,Veillonella parvula
29471,Pectobacterium atrosepticum
29474,Salmonella enterica subsp. enterica serovar California
29484,Yersinia frederiksenii
29485,Yersinia rohdei
29486,Yersinia ruckeri
29494,Vibrio furnissii
29553,Mycoplasmopsis bovirhinis
31532,Skunavirus sk1
31537,Ceduovirus c2
31754,Lactococcus phage BK5-T
31964,Clavibacter sepedonicus
32002,Achromobacter denitrificans
32020,Campylobacter fetus subsp. venerealis
32022,Campylobacter jejuni subsp. jejuni
33010,Cutibacterium avidum
33025,Phascolarctobacterium faecium
33033,Parvimonas micra
33035,Blautia producta
33040,Streptococcus milleri
33069,Pseudomonas viridiflava
33905,Bifidobacterium thermophilum
33936,Aeribacillus pallidus
33945,Enterococcus avium
33959,Lactobacillus johnsonii
33964,Leuconostoc citreum
33966,Leuconostoc mesenteroides subsp. dextranicum
33967,Leuconostoc mesenteroides subsp. mesenteroides
33968,Leuconostoc pseudomesenteroides
34038,Rahnella aquatilis
34062,Moraxella osloensis
34085,Riemerella anatipestifer
34105,Streptobacillus moniliformis
35241,Lactococcus phage Tuc2009
35345,Lactococcus phage TP901-1
35703,Citrobacter amalonaticus
35755,Corynebacterium kutscheri
35760,Bifidobacterium choerinum
35841,Caldibacillus thermoamylovorans
36339,Enterobacteria phage RB68
36745,Clostridium saccharoperbutylacetonicum
36805,Microbacterium aurum
36809,Mycobacteroides abscessus
36855,Brucella canis
36874,Porphyromonas cangingivalis
37482,Laceyella sacchari
37554,Byrnievirus HK97
37734,Enterococcus casseliflavus
38289,Corynebacterium jeikeium
38313,Shewanella algae
39103,Lactobacillus phage PL-1
39488,Anaerobutyricum hallii
39778,Veillonella dispar
39950,Dialister pneumosintes
40041,Streptococcus equi subsp. zooepidemicus
40214,Acinetobacter johnsonii
40215,Acinetobacter junii
40216,Acinetobacter radioresistens
40324,Stenotrophomonas maltophilia
41514,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-"
41977,Parazoarcus communis
42897,Shigella flexneri 2a
43675,Rothia mucilaginosa
43685,Lactococcus phage r1t
43768,Corynebacterium matruchotii
43770,Corynebacterium striatum
43990,Corynebacterium segmentosum
44008,Enterococcus cecorum
44139,Thauera aromatica K172
44283,Pasteurella multocida subsp. multocida
44688,Lactococcus lactis subsp. lactis bv. diacetylactis
44742,Desulfovibrio fairfieldensis
45065,Legionella geestiana
45243,Capnocytophaga haemolytica
45406,Tequatrovirus RB32
45634,Streptococcus cristatus
45972,Staphylococcus pasteuri
46256,Weissella hellenica
46626,Salmonella enterica subsp. enterica serovar Give
46867,Clostridium chauvoei
47671,Lautropia mirabilis
47678,Bacteroides caccae
47714,Lacticaseibacillus paracasei subsp. paracasei
47715,Lacticaseibacillus rhamnosus
47770,Lactobacillus crispatus
47878,Pseudomonas azotoformans
47880,Pseudomonas fulva
47883,Pseudomonas synxantha
47884,Pseudomonas taetrolens
47917,Serratia fonticola
47951,Vibrio cyclitrophicus
48296,Acinetobacter pittii
48409,Salmonella enterica subsp. enterica serovar Virchow
51101,Brevibacillus agri
51161,Actinobacillus delphinicola
51369,Lactobacillus phage A2
51515,Dehalobacterium formicoaceticum
51663,Pediococcus damnosus
51665,Aerococcus urinaeequi
51669,Tetragenococcus halophilus
52242,Lactobacillus gallinarum
52773,Schaalia meyeri
52774,Actinomyces slackii
53345,Enterococcus durans
53346,Enterococcus mundtii
53354,Streptococcus gallolyticus subsp. gallolyticus
53408,Pseudomonas citronellolis
53442,Eubacterium callanderi
53444,Fructilactobacillus lindneri
54005,Peptoniphilus harei
54006,Peptoniphilus ivorii
54291,Raoultella ornithinolytica
55211,Erwinia persicina
55601,Vibrio anguillarum
55884,Enterobacteria phage SfV
57320,Pseudodesulfovibrio profundus
57706,Citrobacter braakii
57743,Salmonella enterica subsp. enterica serovar Weltevreden
58095,Salmonella enterica subsp. enterica serovar Agona
58096,Salmonella enterica subsp. enterica serovar Bareilly
58100,Salmonella enterica subsp. houtenae serovar Houten
58712,Salmonella enterica subsp. enterica serovar Anatum
59201,Salmonella enterica subsp. enterica
59202,Salmonella enterica subsp. salamae
59203,Salmonella enterica subsp. arizonae
59204,Salmonella enterica subsp. diarizonae
59205,Salmonella enterica subsp. houtenae
59814,Pantoea dispersa
60520,Lactiplantibacillus paraplantarum
61015,Staphylococcus succinus
61435,Dehalococcoides mccartyi
61635,Paracholeplasma brassicae
61645,Enterobacter asburiae
61646,Lelliottia amnigena
61647,Pluralibacter gergoviae
61648,Kluyvera intermedia
61651,Serratia ficaria
61652,Serratia rubidaea
62322,Shewanella baltica
63118,Skunavirus bIL170
64186,Moineauvirus Sfi21
65058,Corynebacterium ulcerans
66284,Shigella phage SfII
66692,Shouchella clausii KSM-K16
66712,Propionibacterium freudenreichii subsp. freudenreichii
67780,Edwardsiella ictaluri
67824,Citrobacter farmeri
67827,Citrobacter werkmanii
69218,Enterobacter cancerogenus
69220,Lelliottia nimipressuralis
69328,Pseudomonas sp. VLB120
69966,Macrococcoides caseolyticum
70803,Salmonella enterica subsp. enterica serovar Minnesota
71421,Haemophilus influenzae Rd KW20
72000,Kocuria rhizophila
72407,Klebsiella pneumoniae subsp. pneumoniae
72638,Moineauvirus Sfi19
73422,Streptococcus phage TP-J34
74426,Collinsella aerofaciens
75588,Pseudomonas libanensis
75658,Campylobacter lanienae
75985,Mannheimia haemolytica
76123,Hoylesella enoeca
76258,Vibrio rumoiensis
76758,Pseudomonas orientalis
76761,Pseudomonas veronii
76832,Myroides odoratimimus
76853,Solibacillus silvestris
76856,Fusobacterium nucleatum subsp. nucleatum
76857,Fusobacterium polymorphum
76859,Fusobacterium animalis
78327,Pseudomonas mosselii
78344,Bifidobacterium pullorum subsp. gallinarum
78535,Streptococcus viridans
78541,Brussowvirus Sfi11
79604,Denitrobacterium detoxificans
79880,Shouchella clausii
79881,Alkalicoccobacillus gibsonii
82348,Streptococcus pluranimalium
82380,Microbacterium oxydans
82688,Liquorilactobacillus nagelii
82983,Obesumbacterium proteus
82987,Tatumella ptyseos
82996,Serratia plymuthica
83129,Skunavirus P008
83333,Escherichia coli K-12
83334,Escherichia coli O157:H7
83406,gamma proteobacterium HdN1
83617,Stenotrophomonas nitritireducens
83655,Leclercia adecarboxylata
83683,Lactobacillus amylolyticus
83684,Lactobacillus delbrueckii subsp. delbrueckii
84032,Pseudoclostridium thermosuccinogenes
84110,Slackia heliotrinireducens
84112,Eggerthella lenta
85404,Mannheimia varigena
85581,Photobacterium damselae subsp. damselae
85698,Achromobacter xylosoxidans
86665,Halalkalibacterium halodurans
87541,Aerococcus christensenii
87883,Burkholderia multivorans
88719,Neisseria elongata subsp. glycolytica
89152,Peptacetobacter hiranonis
90105,Salmonella enterica subsp. enterica serovar Saintpaul
90370,Salmonella enterica subsp. enterica serovar Typhi
90371,Salmonella enterica subsp. enterica serovar Typhimurium
90410,Moineauvirus DT1
93218,Pandoraea apista
94122,Shewanella sp. ANA-3
96344,Cupriavidus oxalaticus
97081,Enterobacteria phage VT2-Sakai
98360,Salmonella enterica subsp. enterica serovar Dublin
99179,Bacteroides phage B40-8
99822,Streptococcus dysgalactiae subsp. dysgalactiae
102684,Streptococcus infantarius
103216,Peduovirus Wphi
103796,Pseudomonas syringae pv. actinidiae
103855,Bordetella hinzii
104336,Microbacterium foliorum
105219,Ralstonia mannitolilytica
106649,Acinetobacter guillouiae
106654,Acinetobacter nosocomialis
108619,Salmonella enterica subsp. enterica serovar Newport
108980,Acinetobacter ursingii
108981,Acinetobacter schindleri
109328,Leptotrichia trevisanii
109790,Lactobacillus jensenii
111015,Actinomyces radicidentis
112023,Moineauvirus mv7201
113107,Streptococcus australis
114090,Pediococcus inopinatus
114416,Lactococcus phage ul36
114527,Mogibacterium diversum
119219,Cupriavidus metallidurans
119602,Streptococcus dysgalactiae subsp. equisimilis
119912,Salmonella enterica subsp. enterica serovar Choleraesuis
122587,Neisseria meningitidis Z2491
126385,Providencia alcalifaciens
128780,Stenotrophomonas acidaminiphila
130478,Triavirus SLT
133448,Citrobacter youngae
134047,Salmonella enterica subsp. enterica serovar Bredeney
134821,Ureaplasma parvum
135461,Bacillus subtilis subsp. subtilis
136609,Leuconostoc kimchii
136857,Corynebacterium testudinoris
137545,Serratia quinivorans
137591,Weissella cibaria
143221,Salmonella enterica subsp. enterica serovar Tennessee
143387,Fusobacterium necrophorum subsp. funduliforme
146269,Lactobacillus phage Lc-Nu
146827,Corynebacterium simulans
147645,Paracoccus yeei
148942,Streptococcus equi subsp. equi
149016,Streptococcus urinalis
149385,Salmonella enterica subsp. enterica serovar Hadar
149387,Salmonella enterica subsp. enterica serovar Brandenburg
149388,Salmonella enterica subsp. enterica serovar Mikawasima
149539,Salmonella enterica subsp. enterica serovar Enteritidis
150052,Yersinia enterocolitica subsp. enterocolitica
150053,Yersinia enterocolitica subsp. palearctica
150055,Streptococcus lutetiensis
151534,Lactococcus phage bIL311
151535,Lactococcus phage bIL285
151536,Lactococcus phage bIL286
151537,Lactococcus phage bIL309
151538,Lactococcus phage bIL310
151539,Lactococcus phage bIL312
152331,Lentilactobacillus parabuchneri
155148,Enterobacteria phage HK620
155615,Fusobacterium vincentii
155866,Weissella soli
156978,Corynebacterium imitans
157687,Leptotrichia wadei
157688,Leptotrichia hofstadii
157691,Leptotrichia shahii
157692,Pseudoleptotrichia goodfellowii
158822,Cedecea neteri
158823,Cedecea lapagei
158836,Enterobacter hormaechei
158847,Megamonas hypermegale
158850,Providencia rustigianii
160453,Enterococcus gilvus
160491,Streptococcus pyogenes str. Manfredo
162426,Microbacterium hominis
165096,Weissella koreensis
168807,Escherichia coli O127:H6
168927,Escherichia coli O111:H-
169679,Clostridium saccharobutylicum
170187,Streptococcus pneumoniae TIGR4
172042,Rothia aeria
173443,Lederbergvirus ST64T
176279,Staphylococcus epidermidis RP62A
176292,Secundilactobacillus malefermentans
179997,Salmonella enterica subsp. enterica serovar Havana
180282,Delftia tsuruhatensis
180434,Morganella morganii subsp. morganii
180957,Pectobacterium brasiliense
182773,Clostridium isatidis
185008,Butyrivibrio hungatei
186103,Streptococcus pyogenes MGAS8232
186152,Triavirus tv12
186153,Peeveelvirus pv13
187101,Sneathia vaginalis
187452,Pediococcus claussenii
189423,Streptococcus pneumoniae 670-6B
189425,Paenibacillus graminis
189834,Actinobacillus porcitonsillarum
190304,Fusobacterium nucleatum subsp. nucleatum ATCC 25586
190485,Xanthomonas campestris pv. campestris str. ATCC 33913
190721,Ralstonia insidiosa
192953,Salmonella enterica subsp. enterica serovar Stanley
192954,Salmonella enterica subsp. enterica serovar Mbandaka
192955,Salmonella enterica subsp. enterica serovar Kentucky
194948,Escherichia Stx1 converting phage
194949,Escherichia phage Stx2 II
195102,Clostridium perfringens str. 13
195103,Clostridium perfringens ATCC 13124
196023,Aeromonas hydrophila subsp. hydrophila
196024,Aeromonas dhakensis
197575,Haemophilus aegyptius
197614,Streptococcus pasteurianus
198110,Pseudomonas phage 201phi2-1
198620,Pseudomonas koreensis
198628,Dickeya dadantii 3937
199310,Escherichia coli CFT073
200450,Pseudomonas trivialis
201847,Lactococcus phage 4268
203119,Acetivibrio thermocellus ATCC 27405
203120,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
203122,Saccharophagus degradans 2-40
203267,Tropheryma whipplei str. Twist
203275,Tannerella forsythia 92A2
204042,Dickeya zeae
204773,Herminiimonas arsenicoxydans
205913,Bifidobacterium longum DJO10A
205914,Histophilus somni 129PT
205918,Pseudomonas syringae pv. syringae B728a
205921,Streptococcus agalactiae A909
206506,Kerstersia gyiorum
206672,Bifidobacterium longum NCC2705
207559,Oleidesulfovibrio alaskensis G20
208223,Kosakonia cowanii
208224,Enterobacter kobei
208435,Streptococcus agalactiae 2603V/R
208479,Enterocloster bolteae
208596,Carnobacterium sp. 17-4
208962,Escherichia albertii
209261,Salmonella enterica subsp. enterica serovar Typhi str. Ty2
210007,Streptococcus mutans UA159
211110,Streptococcus agalactiae NEM316
211968,Salmonella enterica subsp. enterica serovar Albany
213769,Skunavirus sv712
213775,Lactococcus virus jj50
214473,Staphylococcus nepalensis
215167,Triavirus tv3a
216592,Escherichia coli 042
216595,Pseudomonas fluorescens SBW25
216816,Bifidobacterium longum
218493,Salmonella bongori NCTC 12419
218495,Streptococcus uberis 0140J
218496,Tropheryma whipplei TW08/27
219572,Pseudomonas antarctica
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18
221027,Treponema putidum
221029,Enterobacteria phage ST104
222523,Bacillus cereus ATCC 10987
223967,Methylorubrum populi
224729,Salmonella enterica subsp. enterica serovar Java
225992,Comamonas kerstersii
226185,Enterococcus faecalis V583
226186,Bacteroides thetaiotaomicron VPI-5482
227940,Peduovirus L413C
228400,Histophilus somni 2336
228899,Peribacillus asahii
230361,Methanobrevibacter millerae
232721,Acidovorax sp. JS42
234621,Rhodococcus erythropolis PR4
236753,Fastidiosipila sanguinis
237258,Cloacibacterium normanense
239935,Akkermansia muciniphila
240427,Secundilactobacillus paracollinoides
242619,Porphyromonas gingivalis W83
243164,Dehalococcoides mccartyi 195
243275,Treponema denticola ATCC 35405
243899,endosymbiont 'TC1' of Trimyema compressum
244319,Escherichia coli O26:H11
244366,Klebsiella variicola
244566,Pseudomonas lurida
246194,Carboxydothermus hydrogenoformans Z-2901
246195,Dichelobacter nodosus VCS1703A
246198,Prevotella intermedia 17
246201,Streptococcus mitis NCTC 12261
246432,Staphylococcus equorum
246787,Bacteroides cellulosilyticus
248315,Veillonella rodentium
249188,Haemophilus pittmaniae
249265,Lactobacillus delbrueckii subsp. indicus
251221,Gloeobacter violaceus PCC 7421
253237,Pseudomonas sp. phDV1
253239,Ethanoligenens harbinense
254252,Lactococcus virus P2
255248,Leuconostoc garlicum
257314,Lactobacillus johnsonii NCC 533
259536,Psychrobacter arcticus 273-4
259901,Biseptimavirus bv77
260678,Salmonella enterica subsp. enterica serovar Goldcoast
262727,Haemophilus influenzae R2846
262728,Haemophilus influenzae R2866
264198,Cupriavidus pinatubonensis JMP134
264199,Streptococcus thermophilus LMG 18311
264731,Xylanibacter ruminicola 23
267363,Levilactobacillus zymae
267747,Cutibacterium acnes KPA171202
269673,Sporolactobacillus terrae
269798,Cytophaga hutchinsonii ATCC 33406
271881,Lactiplantibacillus argentoratensis
272556,Aggregatibacter actinomycetemcomitans HK1651
272558,Halalkalibacterium halodurans C-125
272559,Bacteroides fragilis NCTC 9343
272563,Clostridioides difficile 630
272622,Lactococcus cremoris subsp. cremoris SK11
272626,Listeria innocua Clip11262
272630,Methylorubrum extorquens AM1
273036,Staphylococcus aureus RF122
273384,Brevibacterium aurantiacum
278137,Mycolicibacterium gilvum Spyr1
278197,Pediococcus pentosaceus ATCC 25745
279826,Mesobacillus foraminis
281310,Haemophilus influenzae 86-028NP
283686,Kosakonia radicincitans
283734,Staphylococcus pseudintermedius
286636,Streptococcus pyogenes MGAS10394
286783,Salmonella enterica subsp. enterica serovar Indiana
287412,Skunavirus Sl4
288681,Bacillus cereus E33L
290335,Tetragenococcus koreensis
290338,Citrobacter koseri ATCC BAA-895
290339,Cronobacter sakazakii ATCC BAA-894
290847,Helicobacter pylori 51
292800,Flavonifractor plautii
293387,Bacillus altitudinis
293389,Bacillus aerophilus
293826,Alkaliphilus metalliredigens QYMF
295405,Bacteroides fragilis YCH46
296842,Solidesulfovibrio carbinolicus
297352,Lactococcus piscium MKFS47
299766,Enterobacter hormaechei subsp. steigerwaltii
299767,Enterobacter ludwigii
299768,Streptococcus thermophilus CNRZ1066
300019,Microbacterium paludicola
300267,Shigella dysenteriae Sd197
300268,Shigella boydii Sb227
301102,Enterobacter hormaechei subsp. oharae
301105,Enterobacter hormaechei subsp. hormaechei
301301,Roseburia hominis
304207,Schleiferilactobacillus harbinensis
307502,Wolbachia endosymbiont of Drosophila ananassae
312306,Pseudomonas entomophila
314315,Latilactobacillus sakei subsp. sakei 23K
314565,Xanthomonas campestris pv. campestris str. 8004
315405,Streptococcus gallolyticus
316273,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10
316401,Escherichia coli ETEC H10407
316435,Escherichia coli Nissle 1917
317013,Xanthomonas phaseoli pv. phaseoli
320831,Staphylococcus phage PT1028
320839,Triavirus tv47
320842,Phietavirus pv96
320845,Phietavirus pv55
320847,Phietavirus pv52a
321314,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67
321846,Pseudomonas simiae
321956,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
321967,Lacticaseibacillus paracasei ATCC 334
321983,Pseudoduganella albidiflava
322159,Streptococcus thermophilus LMD-9
324831,Lactobacillus gasseri ATCC 33323 = JCM 1131
326425,Lactobacillus helveticus CNRZ32
326426,Bifidobacterium breve UCC2003
327575,Capnocytophaga leadbetteri
329854,Bacteroides intestinalis
329864,Salmonella phage SE1 (in:P22virus)
331111,Escherichia coli O139:H28 str. E24377A
331112,Escherichia coli HS
333760,Human papillomavirus 16
333849,Enterococcus faecium DO
334390,Limosilactobacillus fermentum IFO 3956
334413,Finegoldia magna ATCC 29328
334542,Rhodococcus qingshengii
335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
335543,Syntrophobacter fumaroxidans MPOB
337191,Gordonia sp. KTR9
337330,Lactiplantibacillus plantarum subsp. plantarum
339860,Methanosphaera stadtmanae DSM 3091
340146,Exiguobacterium mexicanum
340184,Escherichia coli B7A
340188,Salmonella enterica subsp. enterica serovar Cerro
340189,Salmonella enterica subsp. enterica serovar Manhattan
342616,Streptococcus agalactiae COH1
343516,Escherichia phage phiV10
344609,Shigella boydii CDC 3083-94
345219,Heyndrickxia coagulans 36D1
347253,Streptococcus salivarius JIM8777
347256,Metamycoplasma hominis ATCC 23114
347324,Pseudomonas phage F10
347495,Bacillus cereus F837/76
348058,Salmonella phage epsilon34
349161,Desulforamulus reducens MI-1
349519,Leuconostoc citreum KM20
349741,Akkermansia muciniphila ATCC BAA-835
353496,Lactobacillus delbrueckii subsp. bulgaricus 2038
354242,Campylobacter jejuni subsp. jejuni 81-176
357276,Phocaeicola dorei
357809,Lachnoclostridium phytofermentans ISDg
358220,Acidovorax sp. KKS102
360104,Campylobacter concisus 13826
360105,Campylobacter curvus 525.92
360107,Campylobacter hominis ATCC BAA-381
361101,Streptococcus pseudoporcinus
362663,Escherichia coli 536
362948,Ligilactobacillus salivarius UCC118
362976,Haloquadratum walsbyi DSM 16790
363253,Lawsonia intracellularis PHE/MN1-00
363555,Lactobacillus phage KC5a
364106,Escherichia coli UTI89
365659,Streptococcus mitis B6
