taxID,Organism
28037,Streptococcus mitis
28038,Latilactobacillus curvatus
28095,Burkholderia gladioli
28109,Pseudoalteromonas nigrifaciens
28113,Bacteroides heparinolyticus
28116,Bacteroides ovatus
28118,Odoribacter splanchnicus
28119,Bacteroides zoogleoformans
28129,Prevotella denticola
28131,Prevotella intermedia
28132,Prevotella melaninogenica
28135,Segatella oris
28141,Cronobacter sakazakii
28142,Salmonella enterica subsp. enterica serovar Berta
28144,Salmonella enterica subsp. enterica serovar Derby
28150,Salmonella enterica subsp. enterica serovar Senftenberg
28188,Capnocytophaga canimorsus
28251,Ornithobacterium rhinotracheale
28264,Arcanobacterium haemolyticum
28449,Neisseria subflava
28450,Burkholderia pseudomallei
28901,Salmonella enterica
28903,Mycoplasmopsis bovis
29252,Eganvirus ev186
29343,[Clostridium] cellulosi
29379,Staphylococcus auricularis
29380,Staphylococcus caprae
29382,Staphylococcus cohnii
29384,Staphylococcus kloosii
29385,Staphylococcus saprophyticus
29388,Staphylococcus capitis
29391,Gemella morbillorum
29394,Dolosigranulum pigrum
29397,Lactobacillus delbrueckii subsp. lactis
29430,Acinetobacter haemolyticus
29461,Brucella suis
29466,Veillonella parvula
29471,Pectobacterium atrosepticum
29474,Salmonella enterica subsp. enterica serovar California
29484,Yersinia frederiksenii
29485,Yersinia rohdei
29486,Yersinia ruckeri
29491,Aeromonas salmonicida subsp. salmonicida
29494,Vibrio furnissii
29552,Haploplasma axanthum
29553,Mycoplasmopsis bovirhinis
31532,Skunavirus sk1
31964,Clavibacter sepedonicus
32009,Burkholderia gladioli pv. gladioli
32020,Campylobacter fetus subsp. venerealis
32022,Campylobacter jejuni subsp. jejuni
32051,Synechococcus sp. WH 7803
33010,Cutibacterium avidum
33011,Cutibacterium granulosum
33025,Phascolarctobacterium faecium
33033,Parvimonas micra
33035,Blautia producta
33040,Streptococcus milleri
33069,Pseudomonas viridiflava
33074,Zymobacter palmae
33905,Bifidobacterium thermophilum
33934,Anoxybacillus flavithermus
33941,Geobacillus thermoleovorans
33945,Enterococcus avium
33959,Lactobacillus johnsonii
33964,Leuconostoc citreum
33966,Leuconostoc mesenteroides subsp. dextranicum
33967,Leuconostoc mesenteroides subsp. mesenteroides
33968,Leuconostoc pseudomesenteroides
34038,Rahnella aquatilis
34062,Moraxella osloensis
34085,Riemerella anatipestifer
34105,Streptobacillus moniliformis
35703,Citrobacter amalonaticus
35755,Corynebacterium kutscheri
35760,Bifidobacterium choerinum
36805,Microbacterium aurum
36855,Brucella canis
36874,Porphyromonas cangingivalis
37482,Laceyella sacchari
37554,Byrnievirus HK97
37734,Enterococcus casseliflavus
37762,Escherichia coli B
38289,Corynebacterium jeikeium
38294,Photobacterium damselae subsp. piscicida
38313,Shewanella algae
39488,Anaerobutyricum hallii
39778,Veillonella dispar
39950,Dialister pneumosintes
40041,Streptococcus equi subsp. zooepidemicus
40214,Acinetobacter johnsonii
40215,Acinetobacter junii
40216,Acinetobacter radioresistens
40324,Stenotrophomonas maltophilia
41514,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-"
42897,Shigella flexneri 2a
43675,Rothia mucilaginosa
43687,Metallosphaera sedula
43767,Prescottella equi
43768,Corynebacterium matruchotii
43770,Corynebacterium striatum
43771,Corynebacterium urealyticum
43990,Corynebacterium segmentosum
44008,Enterococcus cecorum
44283,Pasteurella multocida subsp. multocida
44688,Lactococcus lactis subsp. lactis bv. diacetylactis
44742,Desulfovibrio fairfieldensis
45406,Tequatrovirus RB32
45634,Streptococcus cristatus
45972,Staphylococcus pasteuri
46256,Weissella hellenica
46626,Salmonella enterica subsp. enterica serovar Give
46867,Clostridium chauvoei
47671,Lautropia mirabilis
47678,Bacteroides caccae
47714,Lacticaseibacillus paracasei subsp. paracasei
47715,Lacticaseibacillus rhamnosus
47770,Lactobacillus crispatus
47878,Pseudomonas azotoformans
47883,Pseudomonas synxantha
47884,Pseudomonas taetrolens
47885,Pseudomonas oryzihabitans
47917,Serratia fonticola
48296,Acinetobacter pittii
48409,Salmonella enterica subsp. enterica serovar Virchow
50719,Vibrio diabolicus
50948,Escherichia phage RB49
51161,Actinobacillus delphinicola
51173,Ureibacillus thermosphaericus
51515,Dehalobacterium formicoaceticum
51663,Pediococcus damnosus
51669,Tetragenococcus halophilus
52242,Lactobacillus gallinarum
52771,Actinomyces howellii
52773,Schaalia meyeri
52774,Actinomyces slackii
53336,Tatumella citrea
53345,Enterococcus durans
53346,Enterococcus mundtii
53354,Streptococcus gallolyticus subsp. gallolyticus
53408,Pseudomonas citronellolis
53442,Eubacterium callanderi
53444,Fructilactobacillus lindneri
53458,Janibacter limosus
54005,Peptoniphilus harei
54006,Peptoniphilus ivorii
54291,Raoultella ornithinolytica
55211,Erwinia persicina
55601,Vibrio anguillarum
55884,Enterobacteria phage SfV
56780,Syntrophus aciditrophicus SB
57320,Pseudodesulfovibrio profundus
57704,Tsukamurella tyrosinosolvens
57706,Citrobacter braakii
57743,Salmonella enterica subsp. enterica serovar Weltevreden
58095,Salmonella enterica subsp. enterica serovar Agona
58096,Salmonella enterica subsp. enterica serovar Bareilly
58100,Salmonella enterica subsp. houtenae serovar Houten
58101,Salmonella enterica subsp. enterica serovar Waycross
58712,Salmonella enterica subsp. enterica serovar Anatum
59201,Salmonella enterica subsp. enterica
59202,Salmonella enterica subsp. salamae
59203,Salmonella enterica subsp. arizonae
59204,Salmonella enterica subsp. diarizonae
59205,Salmonella enterica subsp. houtenae
59814,Pantoea dispersa
60520,Lactiplantibacillus paraplantarum
61015,Staphylococcus succinus
61635,Paracholeplasma brassicae
61645,Enterobacter asburiae
61646,Lelliottia amnigena
61647,Pluralibacter gergoviae
61648,Kluyvera intermedia
61651,Serratia ficaria
61652,Serratia rubidaea
63118,Skunavirus bIL170
64187,Xanthomonas oryzae pv. oryzae
65058,Corynebacterium ulcerans
66284,Shigella phage SfII
66692,Shouchella clausii KSM-K16
66712,Propionibacterium freudenreichii subsp. freudenreichii
67780,Edwardsiella ictaluri
67824,Citrobacter farmeri
67827,Citrobacter werkmanii
69218,Enterobacter cancerogenus
69220,Lelliottia nimipressuralis
69328,Pseudomonas sp. VLB120
69665,Caulobacter sp. FWC26
69966,Macrococcoides caseolyticum
70255,Staphylococcus condimenti
70258,Staphylococcus piscifermentans
70803,Salmonella enterica subsp. enterica serovar Minnesota
71421,Haemophilus influenzae Rd KW20
72000,Kocuria rhizophila
72361,Bacillus vallismortis
72407,Klebsiella pneumoniae subsp. pneumoniae
72758,Staphylococcus capitis subsp. capitis
74426,Collinsella aerofaciens
75385,Micropruina glycogenica
75588,Pseudomonas libanensis
75658,Campylobacter lanienae
75985,Mannheimia haemolytica
76123,Hoylesella enoeca
76258,Vibrio rumoiensis
76758,Pseudomonas orientalis
76759,Pseudomonas monteilii
76761,Pseudomonas veronii
76832,Myroides odoratimimus
76856,Fusobacterium nucleatum subsp. nucleatum
76857,Fusobacterium polymorphum
76859,Fusobacterium animalis
76869,Pseudomonas putida GB-1
78344,Bifidobacterium pullorum subsp. gallinarum
78535,Streptococcus viridans
79604,Denitrobacterium detoxificans
79880,Shouchella clausii
79881,Alkalicoccobacillus gibsonii
82348,Streptococcus pluranimalium
82380,Microbacterium oxydans
82633,Cupriavidus pauculus
82688,Liquorilactobacillus nagelii
82983,Obesumbacterium proteus
82987,Tatumella ptyseos
82996,Serratia plymuthica
83129,Skunavirus P008
83333,Escherichia coli K-12
83334,Escherichia coli O157:H7
83559,Chlamydia suis
83617,Stenotrophomonas nitritireducens
83655,Leclercia adecarboxylata
83683,Lactobacillus amylolyticus
83684,Lactobacillus delbrueckii subsp. delbrueckii
84032,Pseudoclostridium thermosuccinogenes
84110,Slackia heliotrinireducens
84112,Eggerthella lenta
85404,Mannheimia varigena
85698,Achromobacter xylosoxidans
86040,Xanthomonas citri pv. malvacearum
86664,Priestia flexa
86665,Halalkalibacterium halodurans
87541,Aerococcus christensenii
87883,Burkholderia multivorans
88719,Neisseria elongata subsp. glycolytica
89059,Ligilactobacillus acidipiscis
89152,Peptacetobacter hiranonis
90105,Salmonella enterica subsp. enterica serovar Saintpaul
90370,Salmonella enterica subsp. enterica serovar Typhi
90371,Salmonella enterica subsp. enterica serovar Typhimurium
90410,Moineauvirus DT1
91844,Candidatus Portiera aleyrodidarum
93218,Pandoraea apista
93220,Pandoraea pnomenusa
93222,Pandoraea sputorum
93378,Edwardsiella hoshinae
93466,Fervidobacterium pennivorans
94122,Shewanella sp. ANA-3
95485,Burkholderia stabilis
95486,Burkholderia cenocepacia
96773,Thauera chlorobenzoica
98360,Salmonella enterica subsp. enterica serovar Dublin
98383,Plutella xylostella granulovirus
99179,Bacteroides phage B40-8
99822,Streptococcus dysgalactiae subsp. dysgalactiae
102684,Streptococcus infantarius
103216,Peduovirus Wphi
103796,Pseudomonas syringae pv. actinidiae
103816,Rhodococcus pyridinivorans
103855,Bordetella hinzii
104336,Microbacterium foliorum
105219,Ralstonia mannitolilytica
105559,Nitrosococcus watsonii C-113
106648,Acinetobacter bereziniae
106649,Acinetobacter guillouiae
106654,Acinetobacter nosocomialis
108619,Salmonella enterica subsp. enterica serovar Newport
108980,Acinetobacter ursingii
108981,Acinetobacter schindleri
109328,Leptotrichia trevisanii
110457,Yersinia phage phiYeO3-12
111015,Actinomyces radicidentis
113107,Streptococcus australis
113557,Lacticaseibacillus paracasei subsp. tolerans
114090,Pediococcus inopinatus
114416,Lactococcus phage ul36
114527,Mogibacterium diversum
115981,Salmonella enterica subsp. enterica serovar Montevideo
117541,Salmonella enterica subsp. enterica serovar Ohio
119206,Aerococcus sanguinicola
119219,Cupriavidus metallidurans
119602,Streptococcus dysgalactiae subsp. equisimilis
119912,Salmonella enterica subsp. enterica serovar Choleraesuis
119981,Propionibacterium australiense
123899,Bordetella trematum
128780,Stenotrophomonas acidaminiphila
129338,Geobacillus subterraneus
133448,Citrobacter youngae
134047,Salmonella enterica subsp. enterica serovar Bredeney
134537,Paraburkholderia fungorum
134821,Ureaplasma parvum
135461,Bacillus subtilis subsp. subtilis
136609,Leuconostoc kimchii
136857,Corynebacterium testudinoris
137545,Serratia quinivorans
137591,Weissella cibaria
139870,Lactobacillus prophage Lj965
143221,Salmonella enterica subsp. enterica serovar Tennessee
143387,Fusobacterium necrophorum subsp. funduliforme
143388,Fusobacterium necrophorum subsp. necrophorum
145391,Staphylococcus hominis subsp. hominis
146827,Corynebacterium simulans
147375,Paenibacillus larvae subsp. larvae
147645,Paracoccus yeei
148942,Streptococcus equi subsp. equi
149016,Streptococcus urinalis
149385,Salmonella enterica subsp. enterica serovar Hadar
149387,Salmonella enterica subsp. enterica serovar Brandenburg
149388,Salmonella enterica subsp. enterica serovar Mikawasima
149391,Salmonella enterica subsp. enterica serovar Braenderup
149539,Salmonella enterica subsp. enterica serovar Enteritidis
150052,Yersinia enterocolitica subsp. enterocolitica
150053,Yersinia enterocolitica subsp. palearctica
150055,Streptococcus lutetiensis
151534,Lactococcus phage bIL311
151536,Lactococcus phage bIL286
151537,Lactococcus phage bIL309
151538,Lactococcus phage bIL310
151539,Lactococcus phage bIL312
151783,Cupriavidus campinensis
152331,Lentilactobacillus parabuchneri
152682,Sphingomonas melonis
155148,Enterobacteria phage HK620
155615,Fusobacterium vincentii
156978,Corynebacterium imitans
157687,Leptotrichia wadei
157688,Leptotrichia hofstadii
157691,Leptotrichia shahii
157924,Streptococcus phage SM1
158190,Sphaerochaeta pleomorpha str. Grapes
158822,Cedecea neteri
158823,Cedecea lapagei
158836,Enterobacter hormaechei
158847,Megamonas hypermegale
158850,Providencia rustigianii
160453,Enterococcus gilvus
160699,Agrobacterium larrymoorei
161899,Corynebacterium singulare
162426,Microbacterium hominis
163164,Wolbachia endosymbiont of Drosophila melanogaster
165096,Weissella koreensis
168807,Escherichia coli O127:H6
168927,Escherichia coli O111:H-
169283,Geobacillus lituanicus
170187,Streptococcus pneumoniae TIGR4
172042,Rothia aeria
176279,Staphylococcus epidermidis RP62A
176280,Staphylococcus epidermidis ATCC 12228
176292,Secundilactobacillus malefermentans
176299,Agrobacterium fabrum str. C58
178306,Pyrobaculum aerophilum str. IM2
179997,Salmonella enterica subsp. enterica serovar Havana
180282,Delftia tsuruhatensis
180434,Morganella morganii subsp. morganii
180850,Bacillus thuringiensis serovar indiana
180957,Pectobacterium brasiliense
182773,Clostridium isatidis
183417,Proteus hauseri
185008,Butyrivibrio hungatei
187101,Sneathia vaginalis
187452,Pediococcus claussenii
187764,Vectrevirus K15
189423,Streptococcus pneumoniae 670-6B
189834,Actinobacillus porcitonsillarum
190304,Fusobacterium nucleatum subsp. nucleatum ATCC 25586
190721,Ralstonia insidiosa
191610,Corynebacterium atypicum
192953,Salmonella enterica subsp. enterica serovar Stanley
192954,Salmonella enterica subsp. enterica serovar Mbandaka
192955,Salmonella enterica subsp. enterica serovar Kentucky
194948,Escherichia Stx1 converting phage
194949,Escherichia phage Stx2 II
195102,Clostridium perfringens str. 13
195103,Clostridium perfringens ATCC 13124
195105,Haematobacter massiliensis
196023,Aeromonas hydrophila subsp. hydrophila
196024,Aeromonas dhakensis
196600,Vibrio vulnificus YJ016
197575,Haemophilus aegyptius
197614,Streptococcus pasteurianus
198214,Shigella flexneri 2a str. 301
198215,Shigella flexneri 2a str. 2457T
198620,Pseudomonas koreensis
198628,Dickeya dadantii 3937
199310,Escherichia coli CFT073
199441,Halalkalibacter krulwichiae
201847,Lactococcus phage 4268
202947,Actinobacillus equuli subsp. equuli
202954,Acinetobacter tandoii
203119,Acetivibrio thermocellus ATCC 27405
203120,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
203267,Tropheryma whipplei str. Twist
203275,Tannerella forsythia 92A2
204042,Dickeya zeae
205913,Bifidobacterium longum DJO10A
205914,Histophilus somni 129PT
205921,Streptococcus agalactiae A909
205922,Pseudomonas fluorescens Pf0-1
206662,Streptomyces sp. FR-008
206672,Bifidobacterium longum NCC2705
207340,Roseomonas mucosa
207559,Oleidesulfovibrio alaskensis G20
208223,Kosakonia cowanii
208224,Enterobacter kobei
208435,Streptococcus agalactiae 2603V/R
208479,Enterocloster bolteae
208596,Carnobacterium sp. 17-4
208962,Escherichia albertii
209053,Capnocytophaga sp. ChDC OS43
209261,Salmonella enterica subsp. enterica serovar Typhi str. Ty2
210007,Streptococcus mutans UA159
211110,Streptococcus agalactiae NEM316
211968,Salmonella enterica subsp. enterica serovar Albany
215158,Salmonella phage epsilon15
215689,Erwinia sp. Ejp617
216592,Escherichia coli 042
216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
216778,Stenotrophomonas rhizophila
216816,Bifidobacterium longum
218493,Salmonella bongori NCTC 12419
218495,Streptococcus uberis 0140J
218496,Tropheryma whipplei TW08/27
219572,Pseudomonas antarctica
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18
220668,Lactiplantibacillus plantarum WCFS1
221027,Treponema putidum
221029,Enterobacteria phage ST104
221822,Phaeobacter inhibens
221988,[Mannheimia] succiniciproducens MBEL55E
222523,Bacillus cereus ATCC 10987
223283,Pseudomonas syringae pv. tomato str. DC3000
224729,Salmonella enterica subsp. enterica serovar Java
225992,Comamonas kerstersii
226185,Enterococcus faecalis V583
226186,Bacteroides thetaiotaomicron VPI-5482
227940,Peduovirus L413C
228400,Histophilus somni 2336
228410,Nitrosomonas europaea ATCC 19718
229193,Yersinia pestis biovar Microtus str. 91001
230361,Methanobrevibacter millerae
231023,Pseudomonas putida ND6
232721,Acidovorax sp. JS42
235909,Geobacillus kaustophilus HTA426
236753,Fastidiosipila sanguinis
237258,Cloacibacterium normanense
239935,Akkermansia muciniphila
240427,Secundilactobacillus paracollinoides
242619,Porphyromonas gingivalis W83
243164,Dehalococcoides mccartyi 195
243275,Treponema denticola ATCC 35405
244319,Escherichia coli O26:H11
244366,Klebsiella variicola
244566,Pseudomonas lurida
246194,Carboxydothermus hydrogenoformans Z-2901
246195,Dichelobacter nodosus VCS1703A
246198,Prevotella intermedia 17
246201,Streptococcus mitis NCTC 12261
246432,Staphylococcus equorum
246787,Bacteroides cellulosilyticus
248315,Veillonella rodentium
249188,Haemophilus pittmaniae
249265,Lactobacillus delbrueckii subsp. indicus
253237,Pseudomonas sp. phDV1
253239,Ethanoligenens harbinense
254252,Lactococcus virus P2
255248,Leuconostoc garlicum
257314,Lactobacillus johnsonii NCC 533
257708,Roseomonas gilardii
260367,Salmonella enterica subsp. enterica serovar Aberdeen
260678,Salmonella enterica subsp. enterica serovar Goldcoast
262727,Haemophilus influenzae R2846
262728,Haemophilus influenzae R2866
264199,Streptococcus thermophilus LMG 18311
264731,Xylanibacter ruminicola 23
265072,Methylobacillus flagellatus KT
265959,Komagataeibacter saccharivorans
266264,Cupriavidus metallidurans CH34
267363,Levilactobacillus zymae
267747,Cutibacterium acnes KPA171202
269673,Sporolactobacillus terrae
269800,Thermobifida fusca YX
271881,Lactiplantibacillus argentoratensis
272556,Aggregatibacter actinomycetemcomitans HK1651
272558,Halalkalibacterium halodurans C-125
272559,Bacteroides fragilis NCTC 9343
272563,Clostridioides difficile 630
272567,Geobacillus stearothermophilus 10
272622,Lactococcus cremoris subsp. cremoris SK11
272626,Listeria innocua Clip11262
272630,Methylorubrum extorquens AM1
273526,Serratia marcescens subsp. marcescens Db11
278137,Mycolicibacterium gilvum Spyr1
278197,Pediococcus pentosaceus ATCC 25745
281309,[Bacillus thuringiensis] serovar konkukian str. 97-27
281310,Haemophilus influenzae 86-028NP
283686,Kosakonia radicincitans
283734,Staphylococcus pseudintermedius
286636,Streptococcus pyogenes MGAS10394
286782,Salmonella enterica subsp. enterica serovar Stanleyville
286783,Salmonella enterica subsp. enterica serovar Indiana
287412,Skunavirus Sl4
288000,Bradyrhizobium sp. BTAi1
288705,Renibacterium salmoninarum ATCC 33209
290338,Citrobacter koseri ATCC BAA-895
290339,Cronobacter sakazakii ATCC BAA-894
290847,Helicobacter pylori 51
292459,Symbiobacterium thermophilum IAM 14863
292800,Flavonifractor plautii
292913,Sphingopyxis sp. 113P3
293826,Alkaliphilus metalliredigens QYMF
295405,Bacteroides fragilis YCH46
296842,Solidesulfovibrio carbinolicus
297352,Lactococcus piscium MKFS47
299766,Enterobacter hormaechei subsp. steigerwaltii
299767,Enterobacter ludwigii
299768,Streptococcus thermophilus CNRZ1066
300019,Microbacterium paludicola
300267,Shigella dysenteriae Sd197
300268,Shigella boydii Sb227
301102,Enterobacter hormaechei subsp. oharae
301105,Enterobacter hormaechei subsp. hormaechei
301301,Roseburia hominis
302912,Bifidobacterium animalis subsp. animalis
