taxID,Organism
1377,Aerococcus viridans
1379,Gemella haemolysans
1390,Bacillus amyloliquefaciens
1392,Bacillus anthracis
1394,[Bacillus] caldolyticus
1396,Bacillus cereus
1397,Niallia circulans
1398,Heyndrickxia coagulans
1402,Bacillus licheniformis
1404,Priestia megaterium
1405,Bacillus mycoides
1408,Bacillus pumilus
1422,Geobacillus stearothermophilus
1423,Bacillus subtilis
1428,Bacillus thuringiensis
1430,Bacillus thuringiensis serovar israelensis
1442,Bacillus thuringiensis serovar tolworthi
1476,Sporosarcina psychrophila
1478,Peribacillus simplex
1479,Bacillus smithii
1491,Clostridium botulinum
1492,Clostridium butyricum
1494,Clostridium cochlearium
1496,Clostridioides difficile
1497,Clostridium formicaceticum
1498,Hathewaya histolytica
1502,Clostridium perfringens
1504,Clostridium septicum
1505,Paraclostridium sordellii
1509,Clostridium sporogenes
1511,Acetoanaerobium sticklandii
1517,Thermoanaerobacterium thermosaccharolyticum
1519,Clostridium tyrobutyricum
1520,Clostridium beijerinckii
1548,Clostridium scatologenes
1561,Clostridium baratii
1579,Lactobacillus acidophilus
1580,Levilactobacillus brevis
1581,Lentilactobacillus buchneri
1582,Lacticaseibacillus casei
1583,Weissella confusa
1585,Lactobacillus delbrueckii subsp. bulgaricus
1587,Lactobacillus helveticus
1588,Lentilactobacillus hilgardii
1589,Lactiplantibacillus pentosus
1590,Lactiplantibacillus plantarum
1596,Lactobacillus gasseri
1597,Lacticaseibacillus paracasei
1598,Limosilactobacillus reuteri
1599,Latilactobacillus sakei
1600,Lactobacillus acetotolerans
1601,Ligilactobacillus agilis
1604,Lactobacillus amylovorus
1605,Ligilactobacillus animalis
1610,Loigolactobacillus coryniformis
1613,Limosilactobacillus fermentum
1622,Ligilactobacillus murinus
1624,Ligilactobacillus salivarius
1639,Listeria monocytogenes
1646,Renibacterium salmoninarum
1648,Erysipelothrix rhusiopathiae
1650,Kurthia zopfii
1655,Actinomyces naeslundii
1656,Actinomyces viscosus
1659,Actinomyces israelii
1660,Schaalia odontolytica
1661,Trueperella pyogenes
1679,Bifidobacterium longum subsp. longum
1680,Bifidobacterium adolescentis
1681,Bifidobacterium bifidum
1682,Bifidobacterium longum subsp. infantis
1683,Bifidobacterium angulatum
1685,Bifidobacterium breve
1686,Bifidobacterium catenulatum
1687,Bifidobacterium coryneforme
1689,Bifidobacterium dentium
1694,Bifidobacterium pseudolongum
1697,Corynebacterium ammoniagenes
1703,Brevibacterium linens
1705,Corynebacterium stationis
1710,Cellulosimicrobium cellulans
1717,Corynebacterium diphtheriae
1718,Corynebacterium glutamicum
1719,Corynebacterium pseudotuberculosis
1725,Corynebacterium xerosis
1736,Eubacterium limosum
1744,Propionibacterium freudenreichii
1747,Cutibacterium acnes
1748,Acidipropionibacterium acidipropionici
1749,Acidipropionibacterium jensenii
1750,Arachnia propionica
1752,Propionibacterium freudenreichii subsp. shermanii
1764,Mycobacterium avium
1767,Mycobacterium intracellulare
1772,Mycolicibacterium smegmatis
1774,Mycobacteroides chelonae
1829,Rhodococcus rhodochrous
1830,Rhodococcus ruber
1833,Rhodococcus erythropolis
2026,Thermoactinomyces vulgaris
2047,Rothia dentocariosa
2055,Gordonia terrae
2094,Mycoplasmopsis arginini
2098,Metamycoplasma hominis
2100,Mesomycoplasma hyorhinis
2124,Metamycoplasma salivarium
2173,Methanobrevibacter smithii
2317,Methanosphaera stadtmanae
2371,Xylella fastidiosa
2377,Sporomusa termitida
2423,Fervidobacterium islandicum
2702,Gardnerella vaginalis
2718,Cardiobacterium hominis
2748,Carnobacterium divergens
2751,Carnobacterium maltaromaticum
2756,Brochothrix thermosphacta
10359,Human betaherpesvirus 5
10515,Human adenovirus 2
10533,Human adenovirus 1
10632,JC polyomavirus
10677,Muvirus mu
10678,Punavirus P1
10679,Peduovirus P2
10680,Enterobacteria phage P4
10710,Lambdavirus lambda
10713,Enterobacteria phage phi80
10742,Shamshuipovirus HK022
10761,Lederbergvirus Sf6
10834,Wheat dwarf virus
10847,Sinsheimervirus phiX174
10868,Escherichia phage If1
12360,Dubowvirus dv11
12390,Lactococcus phage phiLC3
12402,Streptococcus phage EJ-1
12417,Lactobacillus phage phiadh
13690,Sphingobium yanoikuyae
28025,Bifidobacterium animalis
28026,Bifidobacterium pseudocatenulatum
28028,Corynebacterium flavescens
28031,Lysinibacillus fusiformis
28035,Staphylococcus lugdunensis
28037,Streptococcus mitis
28038,Latilactobacillus curvatus
28109,Pseudoalteromonas nigrifaciens
28113,Bacteroides heparinolyticus
28116,Bacteroides ovatus
28118,Odoribacter splanchnicus
28119,Bacteroides zoogleoformans
28129,Prevotella denticola
28131,Prevotella intermedia
28132,Prevotella melaninogenica
28135,Segatella oris
28141,Cronobacter sakazakii
28144,Salmonella enterica subsp. enterica serovar Derby
28150,Salmonella enterica subsp. enterica serovar Senftenberg
28152,Yersinia kristensenii
28188,Capnocytophaga canimorsus
28197,Aliarcobacter butzleri
28251,Ornithobacterium rhinotracheale
28258,Cobetia marina
28264,Arcanobacterium haemolyticum
28289,Cydia pomonella granulovirus
28449,Neisseria subflava
28901,Salmonella enterica
28903,Mycoplasmopsis bovis
29341,Clostridium argentinense
29343,[Clostridium] cellulosi
29380,Staphylococcus caprae
29382,Staphylococcus cohnii
29384,Staphylococcus kloosii
29385,Staphylococcus saprophyticus
29388,Staphylococcus capitis
29391,Gemella morbillorum
29394,Dolosigranulum pigrum
29397,Lactobacillus delbrueckii subsp. lactis
29429,Methylorubrum zatmanii
29430,Acinetobacter haemolyticus
29466,Veillonella parvula
29471,Pectobacterium atrosepticum
29474,Salmonella enterica subsp. enterica serovar California
29484,Yersinia frederiksenii
29485,Yersinia rohdei
29486,Yersinia ruckeri
29494,Vibrio furnissii
29497,Vibrio splendidus
29553,Mycoplasmopsis bovirhinis
31532,Skunavirus sk1
31754,Lactococcus phage BK5-T
31964,Clavibacter sepedonicus
32002,Achromobacter denitrificans
32009,Burkholderia gladioli pv. gladioli
32020,Campylobacter fetus subsp. venerealis
32022,Campylobacter jejuni subsp. jejuni
32604,Human betaherpesvirus 6B
33010,Cutibacterium avidum
33011,Cutibacterium granulosum
33014,Clavibacter michiganensis subsp. insidiosus
33025,Phascolarctobacterium faecium
33033,Parvimonas micra
33035,Blautia producta
33040,Streptococcus milleri
33069,Pseudomonas viridiflava
33905,Bifidobacterium thermophilum
33932,Sutcliffiella cohnii
33934,Anoxybacillus flavithermus
33936,Aeribacillus pallidus
33938,Geobacillus thermocatenulatus
33940,Geobacillus thermodenitrificans
33941,Geobacillus thermoleovorans
33945,Enterococcus avium
33959,Lactobacillus johnsonii
33964,Leuconostoc citreum
33966,Leuconostoc mesenteroides subsp. dextranicum
33967,Leuconostoc mesenteroides subsp. mesenteroides
33968,Leuconostoc pseudomesenteroides
34004,Paracoccus aminovorans
34038,Rahnella aquatilis
34062,Moraxella osloensis
34085,Riemerella anatipestifer
34105,Streptobacillus moniliformis
35241,Lactococcus phage Tuc2009
35345,Lactococcus phage TP901-1
35703,Citrobacter amalonaticus
35755,Corynebacterium kutscheri
35760,Bifidobacterium choerinum
35841,Caldibacillus thermoamylovorans
36343,Ceduovirus bIL67
36745,Clostridium saccharoperbutylacetonicum
36805,Microbacterium aurum
36809,Mycobacteroides abscessus
36822,Gordonia rubripertincta
36874,Porphyromonas cangingivalis
37105,Lactobacillus phage JCL1032
37482,Laceyella sacchari
37554,Byrnievirus HK97
37734,Enterococcus casseliflavus
37762,Escherichia coli B
38289,Corynebacterium jeikeium
38293,Photobacterium damselae
38294,Photobacterium damselae subsp. piscicida
38313,Shewanella algae
39103,Lactobacillus phage PL-1
39488,Anaerobutyricum hallii
39778,Veillonella dispar
39950,Dialister pneumosintes
40041,Streptococcus equi subsp. zooepidemicus
40214,Acinetobacter johnsonii
40215,Acinetobacter junii
40216,Acinetobacter radioresistens
40324,Stenotrophomonas maltophilia
41170,Exiguobacterium acetylicum
41276,Brevundimonas vesicularis
41514,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-"
42239,Streptomyces sampsonii
42897,Shigella flexneri 2a
43659,Pseudoalteromonas tetraodonis
43675,Rothia mucilaginosa
43685,Lactococcus phage r1t
43768,Corynebacterium matruchotii
43770,Corynebacterium striatum
43771,Corynebacterium urealyticum
43990,Corynebacterium segmentosum
44008,Enterococcus cecorum
44139,Thauera aromatica K172
44283,Pasteurella multocida subsp. multocida
44688,Lactococcus lactis subsp. lactis bv. diacetylactis
44742,Desulfovibrio fairfieldensis
44935,Halomonas venusta
45243,Capnocytophaga haemolytica
45361,Mesomycoplasma conjunctivae
45634,Streptococcus cristatus
45658,Vibrio scophthalmi
45972,Staphylococcus pasteuri
46256,Weissella hellenica
46626,Salmonella enterica subsp. enterica serovar Give
46679,Pseudomonas mucidolens
46867,Clostridium chauvoei
47671,Lautropia mirabilis
47678,Bacteroides caccae
47714,Lacticaseibacillus paracasei subsp. paracasei
47715,Lacticaseibacillus rhamnosus
47770,Lactobacillus crispatus
47850,Micromonospora aurantiaca
47878,Pseudomonas azotoformans
47879,Pseudomonas corrugata
47880,Pseudomonas fulva
47883,Pseudomonas synxantha
47884,Pseudomonas taetrolens
47917,Serratia fonticola
47951,Vibrio cyclitrophicus
48296,Acinetobacter pittii
48409,Salmonella enterica subsp. enterica serovar Virchow
48664,Xanthomonas fragariae
51101,Brevibacillus agri
51161,Actinobacillus delphinicola
51173,Ureibacillus thermosphaericus
51369,Lactobacillus phage A2
51515,Dehalobacterium formicoaceticum
51663,Pediococcus damnosus
51665,Aerococcus urinaeequi
51669,Tetragenococcus halophilus
51677,Xestia c-nigrum granulovirus
52242,Lactobacillus gallinarum
52771,Actinomyces howellii
52773,Schaalia meyeri
52774,Actinomyces slackii
53336,Tatumella citrea
53345,Enterococcus durans
53346,Enterococcus mundtii
53354,Streptococcus gallolyticus subsp. gallolyticus
53408,Pseudomonas citronellolis
53442,Eubacterium callanderi
53444,Fructilactobacillus lindneri
54005,Peptoniphilus harei
54006,Peptoniphilus ivorii
54291,Raoultella ornithinolytica
55211,Erwinia persicina
55601,Vibrio anguillarum
55884,Enterobacteria phage SfV
56448,Xanthomonas arboricola
56454,Xanthomonas hortorum
56460,Xanthomonas vesicatoria
56956,Thermus brockianus
57320,Pseudodesulfovibrio profundus
57704,Tsukamurella tyrosinosolvens
57706,Citrobacter braakii
57743,Salmonella enterica subsp. enterica serovar Weltevreden
58095,Salmonella enterica subsp. enterica serovar Agona
58096,Salmonella enterica subsp. enterica serovar Bareilly
58100,Salmonella enterica subsp. houtenae serovar Houten
58101,Salmonella enterica subsp. enterica serovar Waycross
58712,Salmonella enterica subsp. enterica serovar Anatum
59201,Salmonella enterica subsp. enterica
59202,Salmonella enterica subsp. salamae
59203,Salmonella enterica subsp. arizonae
59204,Salmonella enterica subsp. diarizonae
59505,Actinotignum schaalii
59814,Pantoea dispersa
60520,Lactiplantibacillus paraplantarum
60548,Paraburkholderia graminis
60552,Burkholderia vietnamiensis
61015,Staphylococcus succinus
61435,Dehalococcoides mccartyi
61635,Paracholeplasma brassicae
61645,Enterobacter asburiae
61646,Lelliottia amnigena
61647,Pluralibacter gergoviae
61648,Kluyvera intermedia
61651,Serratia ficaria
61652,Serratia rubidaea
62322,Shewanella baltica
63118,Skunavirus bIL170
64186,Moineauvirus Sfi21
65058,Corynebacterium ulcerans
66284,Shigella phage SfII
66692,Shouchella clausii KSM-K16
66712,Propionibacterium freudenreichii subsp. freudenreichii
66969,Legionella waltersii
67824,Citrobacter farmeri
67827,Citrobacter werkmanii
68895,Cupriavidus basilensis
69218,Enterobacter cancerogenus
69220,Lelliottia nimipressuralis
69328,Pseudomonas sp. VLB120
69966,Macrococcoides caseolyticum
70255,Staphylococcus condimenti
70258,Staphylococcus piscifermentans
70775,Pseudomonas plecoglossicida
70803,Salmonella enterica subsp. enterica serovar Minnesota
71366,Staphylococcus phage PVL
71999,Kocuria palustris
72000,Kocuria rhizophila
72361,Bacillus vallismortis
72407,Klebsiella pneumoniae subsp. pneumoniae
72638,Moineauvirus Sfi19
72758,Staphylococcus capitis subsp. capitis
73422,Streptococcus phage TP-J34
74426,Collinsella aerofaciens
75379,Thiomonas intermedia K12
75588,Pseudomonas libanensis
75658,Campylobacter lanienae
75985,Mannheimia haemolytica
76123,Hoylesella enoeca
76258,Vibrio rumoiensis
76758,Pseudomonas orientalis
76759,Pseudomonas monteilii
76761,Pseudomonas veronii
76832,Myroides odoratimimus
76856,Fusobacterium nucleatum subsp. nucleatum
76857,Fusobacterium polymorphum
76859,Fusobacterium animalis
76869,Pseudomonas putida GB-1
76947,Sphingobium herbicidovorans
78245,Xanthobacter autotrophicus Py2
78344,Bifidobacterium pullorum subsp. gallinarum
78535,Streptococcus viridans
78541,Brussowvirus Sfi11
79604,Denitrobacterium detoxificans
79880,Shouchella clausii
79881,Alkalicoccobacillus gibsonii
82348,Streptococcus pluranimalium
82380,Microbacterium oxydans
82633,Cupriavidus pauculus
82688,Liquorilactobacillus nagelii
82983,Obesumbacterium proteus
82987,Tatumella ptyseos
82996,Serratia plymuthica
83129,Skunavirus P008
83334,Escherichia coli O157:H7
83617,Stenotrophomonas nitritireducens
83655,Leclercia adecarboxylata
83683,Lactobacillus amylolyticus
83684,Lactobacillus delbrueckii subsp. delbrueckii
84032,Pseudoclostridium thermosuccinogenes
84110,Slackia heliotrinireducens
84112,Eggerthella lenta
84292,Microbacterium chocolatum
85154,Brussowvirus bvO1205
85404,Mannheimia varigena
85698,Achromobacter xylosoxidans
86029,Bacillus subtilis subsp. natto
86192,Pseudomonas chlororaphis subsp. aurantiaca
86664,Priestia flexa
86665,Halalkalibacterium halodurans
87541,Aerococcus christensenii
87883,Burkholderia multivorans
88719,Neisseria elongata subsp. glycolytica
89059,Ligilactobacillus acidipiscis
89152,Peptacetobacter hiranonis
90105,Salmonella enterica subsp. enterica serovar Saintpaul
90370,Salmonella enterica subsp. enterica serovar Typhi
90371,Salmonella enterica subsp. enterica serovar Typhimurium
90410,Moineauvirus DT1
92706,[Brevibacterium] flavum
93064,Sphingomonas koreensis
93218,Pandoraea apista
93220,Pandoraea pnomenusa
93466,Fervidobacterium pennivorans
94122,Shewanella sp. ANA-3
94624,Bordetella petrii
95485,Burkholderia stabilis
95486,Burkholderia cenocepacia
95641,Methylotuvimicrobium buryatense
96344,Cupriavidus oxalaticus
97081,Enterobacteria phage VT2-Sakai
98360,Salmonella enterica subsp. enterica serovar Dublin
99179,Bacteroides phage B40-8
99822,Streptococcus dysgalactiae subsp. dysgalactiae
102611,Helicobacter pylori J166
102684,Streptococcus infantarius
103216,Peduovirus Wphi
103796,Pseudomonas syringae pv. actinidiae
103807,Enterobacteria phage phiP27
103816,Rhodococcus pyridinivorans
104087,Pseudomonas frederiksbergensis
104336,Microbacterium foliorum
104623,Prodigiosinella confusarubida
104628,Helicobacter suis
105219,Ralstonia mannitolilytica
106590,Cupriavidus necator
106649,Acinetobacter guillouiae
106654,Acinetobacter nosocomialis
108619,Salmonella enterica subsp. enterica serovar Newport
108980,Acinetobacter ursingii
108981,Acinetobacter schindleri
109328,Leptotrichia trevisanii
109790,Lactobacillus jensenii
111015,Actinomyces radicidentis
112023,Moineauvirus mv7201
113107,Streptococcus australis
113370,Spodoptera frugiperda ascovirus 1a
113557,Lacticaseibacillus paracasei subsp. tolerans
114090,Pediococcus inopinatus
114416,Lactococcus phage ul36
114527,Mogibacterium diversum
115545,Pasteurella multocida subsp. septica
115561,Halomonas hydrothermalis
115981,Salmonella enterica subsp. enterica serovar Montevideo
119206,Aerococcus sanguinicola
119219,Cupriavidus metallidurans
119602,Streptococcus dysgalactiae subsp. equisimilis
119858,Bacillus sonorensis
119912,Salmonella enterica subsp. enterica serovar Choleraesuis
119981,Propionibacterium australiense
120107,Sphingobium cloacae
121719,Pannonibacter phragmitetus
126385,Providencia alcalifaciens
128780,Stenotrophomonas acidaminiphila
129009,Staphylococcus prophage phiPV83
129338,Geobacillus subterraneus
129951,Human mastadenovirus C
130478,Triavirus SLT
133448,Citrobacter youngae
134047,Salmonella enterica subsp. enterica serovar Bredeney
134536,Paraburkholderia caledonica
134537,Paraburkholderia fungorum
134821,Ureaplasma parvum
135461,Bacillus subtilis subsp. subtilis
135719,Sphingobium amiense
136609,Leuconostoc kimchii
136857,Corynebacterium testudinoris
137545,Serratia quinivorans
137591,Weissella cibaria
138074,Serratia symbiotica
139021,Dietzia psychralcaliphila
139870,Lactobacillus prophage Lj965
139872,Lactobacillus prophage Lj928
143221,Salmonella enterica subsp. enterica serovar Tennessee
143387,Fusobacterium necrophorum subsp. funduliforme
143388,Fusobacterium necrophorum subsp. necrophorum
145391,Staphylococcus hominis subsp. hominis
146269,Lactobacillus phage Lc-Nu
146474,Acetobacter orientalis
146827,Corynebacterium simulans
147645,Paracoccus yeei
148814,Apilactobacillus kunkeei
148942,Streptococcus equi subsp. equi
149016,Streptococcus urinalis
149385,Salmonella enterica subsp. enterica serovar Hadar
149387,Salmonella enterica subsp. enterica serovar Brandenburg
149388,Salmonella enterica subsp. enterica serovar Mikawasima
149391,Salmonella enterica subsp. enterica serovar Braenderup
149539,Salmonella enterica subsp. enterica serovar Enteritidis
150053,Yersinia enterocolitica subsp. palearctica
150055,Streptococcus lutetiensis
151534,Lactococcus phage bIL311
151535,Lactococcus phage bIL285
151536,Lactococcus phage bIL286
151537,Lactococcus phage bIL309
151538,Lactococcus phage bIL310
151539,Lactococcus phage bIL312
151783,Cupriavidus campinensis
152268,Metabacillus litoralis
152297,Pseudoalteromonas issachenkonii
152331,Lentilactobacillus parabuchneri
152682,Sphingomonas melonis
155148,Enterobacteria phage HK620
155615,Fusobacterium vincentii
155864,Escherichia coli O157:H7 str. EDL933
155866,Weissella soli
156978,Corynebacterium imitans
157687,Leptotrichia wadei
157688,Leptotrichia hofstadii
157691,Leptotrichia shahii
157692,Pseudoleptotrichia goodfellowii
157924,Streptococcus phage SM1
158500,Novosphingobium resinovorum
158822,Cedecea neteri
158823,Cedecea lapagei
158836,Enterobacter hormaechei
158847,Megamonas hypermegale
158850,Providencia rustigianii
160453,Enterococcus gilvus
160488,Pseudomonas putida KT2440
160491,Streptococcus pyogenes str. Manfredo
161896,Corynebacterium camporealensis
161899,Corynebacterium singulare
162426,Microbacterium hominis
164757,Mycobacterium sp. JLS
165096,Weissella koreensis
168807,Escherichia coli O127:H6
168927,Escherichia coli O111:H-
169283,Geobacillus lituanicus
169427,Paraburkholderia terricola
169430,Paraburkholderia hospita
169679,Clostridium saccharobutylicum
170187,Streptococcus pneumoniae TIGR4
172042,Rothia aeria
176279,Staphylococcus epidermidis RP62A
176280,Staphylococcus epidermidis ATCC 12228
176292,Secundilactobacillus malefermentans
179997,Salmonella enterica subsp. enterica serovar Havana
180282,Delftia tsuruhatensis
180850,Bacillus thuringiensis serovar indiana
180957,Pectobacterium brasiliense
182773,Clostridium isatidis
185008,Butyrivibrio hungatei
186103,Streptococcus pyogenes MGAS8232
186152,Triavirus tv12
186153,Peeveelvirus pv13
187101,Sneathia vaginalis
187452,Pediococcus claussenii
187764,Vectrevirus K15
189423,Streptococcus pneumoniae 670-6B
189425,Paenibacillus graminis
189834,Actinobacillus porcitonsillarum
190304,Fusobacterium nucleatum subsp. nucleatum ATCC 25586
190485,Xanthomonas campestris pv. campestris str. ATCC 33913
190721,Ralstonia insidiosa
191610,Corynebacterium atypicum
192087,Pseudomonas syringae pv. atrofaciens
192953,Salmonella enterica subsp. enterica serovar Stanley
192954,Salmonella enterica subsp. enterica serovar Mbandaka
192955,Salmonella enterica subsp. enterica serovar Kentucky
194949,Escherichia phage Stx2 II
195102,Clostridium perfringens str. 13
195103,Clostridium perfringens ATCC 13124
195105,Haematobacter massiliensis
196023,Aeromonas hydrophila subsp. hydrophila
196242,Enterobacteria phage BP-4795
197575,Haemophilus aegyptius
197614,Streptococcus pasteurianus
198214,Shigella flexneri 2a str. 301
198215,Shigella flexneri 2a str. 2457T
198467,Anoxybacillus gonensis
198620,Pseudomonas koreensis
199201,Pseudomonas syringae pv. lapsa
199310,Escherichia coli CFT073
200450,Pseudomonas trivialis
201847,Lactococcus phage 4268
203119,Acetivibrio thermocellus ATCC 27405
203120,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
203123,Oenococcus oeni PSU-1
203267,Tropheryma whipplei str. Twist
203275,Tannerella forsythia 92A2
204042,Dickeya zeae
204773,Herminiimonas arsenicoxydans
205913,Bifidobacterium longum DJO10A
205914,Histophilus somni 129PT
205922,Pseudomonas fluorescens Pf0-1
206506,Kerstersia gyiorum
206672,Bifidobacterium longum NCC2705
207340,Roseomonas mucosa
207559,Oleidesulfovibrio alaskensis G20
208223,Kosakonia cowanii
208224,Enterobacter kobei
208435,Streptococcus agalactiae 2603V/R
208479,Enterocloster bolteae
208962,Escherichia albertii
208963,Pseudomonas aeruginosa UCBPP-PA14
209053,Capnocytophaga sp. ChDC OS43
209261,Salmonella enterica subsp. enterica serovar Typhi str. Ty2
210007,Streptococcus mutans UA159
211110,Streptococcus agalactiae NEM316
211968,Salmonella enterica subsp. enterica serovar Albany
213554,Halomonas campaniensis
213769,Skunavirus sv712
213775,Lactococcus virus jj50
214473,Staphylococcus nepalensis
216592,Escherichia coli 042
216594,Mycobacterium marinum M
216595,Pseudomonas fluorescens SBW25
216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
216778,Stenotrophomonas rhizophila
216816,Bifidobacterium longum
217203,Achromobacter spanius
217204,Achromobacter insolitus
218495,Streptococcus uberis 0140J
218496,Tropheryma whipplei TW08/27
219572,Pseudomonas antarctica
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18
220664,Pseudomonas protegens Pf-5
220668,Lactiplantibacillus plantarum WCFS1
221027,Treponema putidum
221029,Enterobacteria phage ST104
222805,Mycobacterium intracellulare subsp. chimaera
223283,Pseudomonas syringae pv. tomato str. DC3000
223967,Methylorubrum populi
224729,Salmonella enterica subsp. enterica serovar Java
225992,Comamonas kerstersii
226185,Enterococcus faecalis V583
226186,Bacteroides thetaiotaomicron VPI-5482
226900,Bacillus cereus ATCC 14579
227940,Peduovirus L413C
228400,Histophilus somni 2336
228899,Peribacillus asahii
229193,Yersinia pestis biovar Microtus str. 91001
230361,Methanobrevibacter millerae
231023,Pseudomonas putida ND6
232721,Acidovorax sp. JS42
234621,Rhodococcus erythropolis PR4
234831,Pseudoalteromonas sp. SM9913
235909,Geobacillus kaustophilus HTA426
